clean_text,category
yes the reason saffron tertorism corrupt and terrorist prime minister modi who did blood bath gujrat kashmir and pulwama,-1
proud modi bhakt bhakt thousand times better than jihadi,1
mam time say good modi pakistan very howwas pakistan day for modi wishing imran khan ,1
vote  for modi only ,0
vishesh per cent indians have trust modi’ government via ,0
poor dont want tax payers money want government and modi our working hard make money not looking corrupt govt like upa and ,-1
suppose you will voting where the parties who are opposing modi have looted public money and made huge properties after they got the power just look the background maya mulayam from where they were now where they are the money they all have legitimate,1
"his rally cgarh pappu asked
“े mobile modi े bhel े ्ों ीं ़ीा”this his understanding wants bharat must say usual extremely “electrifying” pappu speech ",-1
modi has convinced many people that ignorance and stupidity are nationalisticpatriotic attributes reading questioning understanding antinational and propakistan,-1
why would you want gift ₹72000 someone while you can change their life with business opportunities are still subscribing freebies 2019 while modi wants empower everyone rahul gandhi wants take back india more than decades,1
modi just said theres enough black money swiss bank that divided could some lack rupees each indian didnt promise give 15lakh tried calculate how much money swiss bank,1
its idiotic idea ban modi biopic that way everyone india should banned from showing their palm which your party symbol ban brooms sweeping cozy aap symbol and onelse kapil sibals level playing field funda fails ,-1
exactly our friendship our status our value everything got increased due modi govt,1
madam looks like farmers have taken your advice file nominations against modi seriously but only difference they are filing nominations against you ,-1
modi keeping eye ,0
"you are doing the right thing why fight and fail
you know bjp will defeated however the blind bhakts india cannot think about truth modi has thought and fed them lies and they still think modi will back power never never ever modi ",-1
"every citizen india celebrity their own rights
 one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign ",1
yes conceded that everyone india working said the presser agrees with thread robust job creation under modi ,0
the political discourse now stuck you never ask modi these questions and from the other side you and ask rahul this question and journalism suffering ,-1
what your point view election results 2019 modi rahul modi make center with how many seats,1
2024 again modi government,0
modi brand every brand has merchandise don’ see problem him promoting his own merchandise they are not even expensive whatever takes need him back,1
"earlier had said that would withdraw the boarding passes they were found violation the model code conduct
",0
modi running judiciary,0
crap you think modi creates jobs had his chance now better ,-1
money which modi gave businessman will now given poor people country,-1
has developmental agenda always uses appeasement politics has vision every speech his election rally only content blaming modihe and his party has guts handle issues like pakistan effectively which has been seen upa regime,1
when congress confident their why they are worried biopic its means really worried about modi name ,1
kapil sibal has problem with everything ram mandir modi biopic death sentence terrorists govt formation bahar pheko,0
all even without asking sir modi  modi urges noted personalities spread voter awareness ,0
yes modi should rule for yrs more,1
"options this elections choose from lotus lootus agar majburi naam mahatma gandhi hai majbuti naam narendra modi hai modi for vision
rahul for division
all others for televisions whatsapp",0
not having that much cash asked traffic police charge from the debit card but felt sorry with modi ’ cashless india our officials can’ use card payment and even showing any docs online wouldn’ work instead getting challan for single doc got for everything,-1
doesnt know what they are coming say without modi this india not safe what you think about our army navy and air force,-1
dude theres difference over alleging communal riot and some local feudsome you have gone mad when you allege modi responsible for some local fight course those goondas should severely punished,-1
tamils and friends are ready see movie narendra modi happy all real life story our great waiting for april 5th super,1
"jobs – promise made and delivered the modi government
",0
doubt that first skull cap not indian muslims tradition its arabic tradition secondly muslims never force their ways anyone specially guests home this clearly traditional marketing ploy used many politicians this way appreciate modi,1
"india strengthening friendships across the globe under modi
",0
peoples opinion only one point agenda opposition remove modi ,0
after seeing the add the boarding pass are you voting for modi ,0
demonetisation corrupt people will burn says modi his speech via ,-1
madam think you have lost big way she knows what modi have done for divyang,0
"sir jai hind
sir myself from defence forces pls proper arrangement that can vote also while are duty iaf army navy want vote modi sir",0
more strength modi,1
did you not see this absurdity when modi was giving 6000year below acres what the fault the farmer owning acre cause also got zilch benefits will his income not stagnant while the small farmers income increase ,-1
mood the people that they want know least one pro poor achievement modi government,-1
"modi adorns colours north east
",0
its good see modi bakths are asking feasible provide 12000₹ our weak economy they know that broke the backbone indian economy with his demo and bad execution gst ,-1
definitely parliament waiting for modi,0
exactly that was only figure speech modi isnt stupid like rahul gandhi make promise providing free money all poor may not highly educated but not mand buddhi and definitely knows how economy works,-1
agree kanhaiya shud parliament but seriously think countering modi needed post may ,-1
how modi draws fans from across society answer found kumbh mela,0
this just example modi have launched many such schemes where the poors are getting benefited they are saving more than this which raga offering these people doesnt have skills they can only try attract poor money money their family disease,1
"ask modi troll minister contest from south 
",0
ergo air modi only correction needed was scratch out the middle word ,0
"modi helped big businessman
rahul will help poor people
thats difference ",-1
"from neglected states the gateway south asia – years modi north east
",0
let him get his economics right gone mad foolish from where going get money from swiss bank deposits why congress wasnt concerned and didnt disburse that money their tenure modi builds the indian cash reserve not give away just like that,-1
narendra modi address rally jammu march ,0
those jackets are useful direct attacks only intelligence let terrorists attack like pulwama such bullet proof jackets are not useful sir modi era rafale 126tech transfer was original deal change without techtrans ambani how you will justify,1
"modi never said that
congress started the fake rumours
and only congressi dallas people with brain and low believe its true your own research dont betray your country supporting congress",1
you dont vote for modi your love for the nation will questioned close enough ,1
unlike the nehru gandhi family has any scheme port station stadium etc been named modi xxx,0
"congress knocks election commissions door postpone the release modis biopic
",0
brother their issue not madhavan the main issue their hatred for modi since hate modi then how dare you ask users vote they think that madhavan asked users vote then everyone might have given all the vote modi their pappu will get failed again,-1
absolutely right not just coincidence that nirav choksi sandesara kothari modi and shah are from gujrat these thugs have brought bad name india and gujrat particular,-1
modi jumla baj actually jumla goes with modi only you can say man with promise for ,0
its absolutely absurd that people still pay heed nazi assholes this platform masquerading innocent rabbits who not modi then who theyre not already actively campaigning for the hindutva fascists asking such obviously redundant and oxymoronic questions,-1
make promise says modi via namo app,0
modi called himself the chowkidaar india,0
why does every modi supporting celebrity fall into the trap explaining himself liberals dont you realise they dont care for your reasons they only want humiliate and isolate you ,1
modi phenomenal source unifying force ,1
due khouf modi pakistan shifting all terrorists the safe places the other hand congress leaders are joining bjp such after getting tickets raj babbar rashid alwi are not ready contest election from their declared seats khouf mujhe pasand hai,1
this election witness the thrill and zeal among the indians the oldest city the world varanasi with indian prime minister shri narendra modi electiontourism2019 ,0
its election time and this one thing has made pick side endorse the stupidest thing have heard plan for this country and this also enough for for ,0
rahul gandhis minimum income guarantee scheme has given congress headstart setting indias economic agenda ,1
hats off union minister gadkari the new metro pride nagpur completed record time the power comes from solar one the stations floors hear rahul kanwal one the critics modi govt bjp not tiring showering ,1
can you tell the names people whom narendra modi have provided 350000 crores,0
how modi and jaitley rewrote the demonetisation ‘story’ the quint via ,0
via brweaking new,1
"congress says where the money
rahul says money there
just multiplies 1600
they want one bharat minus modi
people wait for yrs for garibi hatao
now delivery better
more efficiency more savings
congress yrs not sufficient
can people breathe",1
presumably this landlord has maybe not 100 you dont like paying rent blame capitalism,0
sir belong the kairana lokshabha not happy with the decision pradeep choudhary acha neta nahi pakka haar jayega plz give the ticket marganga she deserve rajput hme logo pta kon acha modi vote krte par iss bar chunav kuch ,-1
arnab goswami the biggest dalaal modi,0
"marwaha iitd blr⁩ ravindra iitd chennai⁩ kumar iitdaa advocate⁩ have missed out anything here help finish this list and validate
why not want vote modi ",0
narendra modi looks for 2nd term bjp chief amit shah ready ‘vajpayee’ advani’ our political editor singh writes ,1
"very hard ascertain poll impact now many factors will play role —
how bjp counters
 people believe rahul gandhi not
 modi has worked for the poor and theyve seen personally doubt theyll trust rahul over this but what extent needs seen ",-1
true modi failed create real jobs real economy this has always been the bjp way spew jumlas and instigate hate,-1
meet year old nand kumar baghel chhattisgarh bhupesh baghel’ father interview appealed rahul gandhi give him ticket from varanasi said irrespective cong ticket will fight elections against narendra modi varanasi ,1
heard there option for modi and not modithis time around for voterswhat about those who want vote not congressthese fucking disgusting scamsters freeloaders ,-1
true that and this 15lakh thing spread like everywhere,1
thats what modi doing and all his blind followers admitted that ैं ी ो ूं ,-1
from the 15l per family that modi was planning give simple,0
lol don’ want modi fly plane can rahul gandhi fly plane did indira nehru devegowda fly planes come man said education important but confidence integrity values loyalty are also important rahul educated but lacks common sense,1
when and where did modi literally told you that hell give you 15lkh you duffer,0
this not fake promise that reason not support this scheme but 2014 was hours support modi all fake lies shame afaird cuz they know this not fake promise lol ,1
"hes peddling government that sinking boat anil ambani saved
pakistanis should thank modi for fielding trash made ambani probably will shittier than mig21",0
are you alive youtube type you will get rahul bachha front modi dont common knowledge india what you know about modi abroad just ask about modi they will answer will not take him rahul gandhi ,-1
"modi sir gave ayushman bharat
stand india
jan dhan yojna suraksha bima yojna
concretes houses for poor and rahul will give only ",-1
when your party was power almost for years what you did about poor people india ohh think you will going use money which you got from national herald scam for minimum income scheme also give some documentary proof modi gives money nirav modi,-1
awesome point point rebuttal the biased antimodi antihindu show hasan minhaj must watch for anyone who keeps talking about cowvigilante demonetization golvalkar rss 2002 and other points criticize indias ,1
hey chor few days back what was your response modi promise farmers,-1
"last time people believed modi that every citizen will get lakh this time they can believe that they will get per month per family least this seems rational
let vote for see whether they can fulfill this failed 2024 will vote for aap deal",-1
one the biggest reason decline you your desperation portray your image statesman its clear are desperate prove image statesman 2014 vote was for gujarat modi who was unapologetic hindu post 2014 became gandhi ambedkar fan,-1
"last time people believed modi that every citizen will get lakh this time they can believe that they will get per month per family least this seems rational
let vote for see whether they can fulfill this failed 2024 will vote for aap deal ",-1
this not jumla sir like those lakh blackmoney all jobs per year msp above congress care for those who need the poorunderprivileged deprived this will within fiscal limits and yes they will delivered,0
how did modi wave off lakhs crore loans corporates congress prepared this manifesto with deep research you dont need worry much this not your jumla man this our hero rahul gandhi,1
kalyan singh while holding constitutional position rajasthan governor campaigns modi the election commission waiting for complaint act this grave violation constitutional norm not serious matter president’ office enquire even wthout complaint,-1
this how our education system policies are being hijacked from bank notes temple landstemples deceitful fine print educational documents plagiarizing musicarts other rituals the christian missionaries are hollowing out the nations cultural fabric,1
for any position mandatory bro show degree your personal view not required time again ppl have demanded see his degree degree missing data jobs gpd missing balakot casualties numbers missing every thing abt modi fraud ,-1
they wont fooled again and modi yet start his campaign,0
"rahul gandhi not intelligent enough understand all this
his only interest somehow remove modi and protect his wealth nation damned",-1
"yeah because modi zee good acting kunal kamra nothing
however wonder why did they cast vivek oberoi when modi zee better actor than him ",1
2007 congress repeated this promise guj hoping can come power modi replied saying will issue free tax notice whoever has not paid tax the rest they say history ,1
the modi hug the trump handshakemust watch via ,0
yes only for modi ,0
congress willing ride piggy back something started modi opening bank accounts for every indian when you not have 5he vision how can you lead nation ,1
not want chowkidars good one chowkidar works for riches bjp election time truth came mistakenly bjps mouth ,1
modi will spend times the amount his election rally and publicity every year but cant give the poor now bhakt phat rahi hai,-1
thats exact perception many others had 2014 when voted for narendra modi ,1
modi doing more than this housing for all this will approximately for lac people ayushman bharat per family 6000 for farmer 3000 pension per month for informal sector etc,1
money given big business modi will now given poor peoples adani ambani only aam admi,-1
just sering his masters slavery his new job more economist perfect servile modi,1
karti attested and put jail before elections then only option for antimodi folks will nota sitting home,-1
even after yrs rule india still fighting poverty unemployment population attacks terrorist groupsthese problems are slowly being removed modi govt rahul gandhi has capability handle these problems and upa rule will again establish rampant corruption,-1
abhi modi bolte bolte yea masterstroke hay,0
rw1 start countering narrative and lies opposition rw2 arre but modi bhi toh kch nhi kia,0
people still feel fear mongering works against modi being resident gujarat have been seeing failing miserably for past years does english media know anything about law diminishing returnsfeel the frustation every attempt malign modi has failed royally,-1
will tweet modi modi modi for your every tweet,0
the sudden call modi the midst election campaign rake corruption issue through campaign has brought the fight against corruption the front burner writes natraj shetty ,0
ool for modi,0
modi fail when rahul comfortable this,-1
formation new govt will depend how many seats gets well below 100 advantage around 100 cause for concern for bjp 150 game over for modi though not necessarily for bjp 200 plus which dont see happening then its game over for both modi bjp,-1
india managed pretty well with extremist invaders didnt also named our capital roads them for posterity amusing wishful thinking  aurangzeb learnt nothing then will modi,1
modi interaction with lakh chowkidars 500 bjp rally bla bla media playing the role bjp management they never doubt anything check any facts just publicize,0
all the best priya hope modi will the ,1
mam till what time these welfare schemes will keep pressurising the pocket tax payers and ease things other end why not govt instead welfare schemes thinks empowering the poor earn their livelihood pls ask this gandhi and modi sir,-1
2014 this man who sold billion dreams now busy selling merchandise modi man misplaced priorities opportunities  ,-1
bhakts when modi promised 6000year for farmers when rahul gandhi promised 72000year for poor families under ,-1
yes modi has win,1
its not like modi who only false promises like lac account never got ,-1
think about narendra modis achievements years and compare with years upa rule think and then vote,0
who the modi advani ,0
the opposition needs make the answerable governance issues rather than fall into the trap reducing elections battle social media hashtags ,1
now modi will again ,0
you really want know about tulsi read what her constituents have learned ,1
when govt elected represents people indiatruebut tell how you concluded that people india are voting modi when only people have voted modibjp last electionso only those voters you are referring people india,0
parody account anti modi ,0
"currently 230240 nda 280290 bjp nirav modi brought back midapr 270280 nda 290300 bjp nimo ram mandir 320330 nda 360370 bjp nimo ram mandir relaxation cow protection laws 350 nda 380390
",-1
"not want chowkidars election time bjp mouth had uttered truth mistakenly
you know chowkidar only works for riches ",0
yes modi did not anything total toilet coverage now which was just during years congress rule,-1
"other news
from each and every bollywood star news papers sports persons business men professionals india modi aur kis kis chaatega
kya banda hai yaar never fails amaze with his new stupidity every day",-1
modi didnt turn out reagan thatcher five years nda govt and the same statist policies continue ,0
all this and all this are part and parcel coterie nehruvian ias ifs officers portray image statesman 2014 vote was never for this kind modi was for unapologetic hindu gujarat,1
very narendr modi 2019 ,1
bjp under modi gave houses toiletsmedical insurance cooking gas electricity bank accounts times msp but you sitting the opposition hardly claim launch the final strike poverty the figure crore poor was also brought down from crores since 2014 ,-1
dint say idiot,-1
"understand bro but gandhi not understand this tweet for hijack lakh
modi will come",0
"ashwins request came after tagged several sports personalities including him urging them create awareness for higher voting
",1
the demonetisation had already ruined the once booming smes unemployment economic distress the worst now decades all this while modi was looking the way smiling while lynchings happened farmers committed suicides,-1
hindus you cast your vote favour rahul gandhi than you will have converted hindus into islam well your wife will have faced brutal halala children forced convert into islamif you want save your religion plz cast vote for modi bjp,-1
these socalled scums are bjp cadre ground level who would bring voters determine our political history not such snowflakes virtuesignallers who are more enamoured dhruv tatti than modi those cretins are muh mein modi bagal mein congi type voters reality,1
modi fans bjp zindabad,0
"
last time people believed modi that every citizen will get lakhthis time they can believe that will get kmonthper family least this seems rational
let vote for see failed fulfill then 2024 will vote for aap deal",-1
the other hand lutyens darbari pidis give lectures modi and call themselves neutrals,-1
yes modi did not anything bank account coverage poor people above which was just during congress regime,-1
the only person who can actually fulfill what modi had apparently said about each indian getting lakhs all the corruptly amassed money stacked abroad shri rahul gandhi shd use this guaranteed opportunity become ,-1
"congress says the biopic could influence voters
",0
"last time people believed modi that every citizen will get lakhthis time they can believe that will get kmonthper family least this seems rational
let vote for see failed fulfill then 2024 will vote for aap deal",-1
rahul wasting lot good breath the masses but seems like clean sweep for the bjp this coming election mrmodi may not the though there may strange fatality him his numerological vibes look dismal perhaps jaitley and rajnath may pop ,1
modi biopic just movie like padmavat why ban ,0
"rahul wants all this his own family because the flow the corruption money has stopped and the gandhiwadra folks are tears modi will let the corruption mongers cry and common people will laugh
pappu gandhi has compassion for any one but his family",1
"think some other agenda this wont get vote
jeetenge toh modi 
dekh lena ",-1
years ago both modi and kejriwal started challengers corrupt congress both got elected with full majorities according their respective aukaats kejriwal delhi and modi india today kejriwal siding with same congress whil modi still the challenger,-1
modi himself says 125 brothers and sisters not possible secondlywhy bjp wants everybody remain bachelors without any family,1
"congress moves election commission seeking deferment modi biopic
",0
correction modi invented the wheel and fire ,0
indeed its very clear the law not equal esp its biased against hindus while muslims have publicly declared the xtian missionaries strategy much insidious seep like water under the carpet you wont even know until its all wet,1
jahadi person who secrifice himself for innocent peoples and modi person who kill peoples for vote sheme difference between jahadi and tarrorists,1
modi supporter dont troll plz but bjp bhi kashmiri pandito liye kuch nhi kiya ,0
modi bhakts  dont want 12000 ₹ month bank acccounts want lakh ₹ whatsapp ,0
modi will win again ,1
lool hey mahila chowkidaar did you ask modi for lacs where are smart cities where black money where are jobs modi ended selling tshirts finally ,1
kapil sibal congress represented the that there film being made narendra modi launched just few days before election its purpose political producers actor belong bjp director involved vibrant gujarat this violative all norms ,-1
babajee accepting the fact that his forces are useless without rafale even narendra modi has made such statemnts,-1
answer south indians dont like modi then whom they want prime minister ,0
said sometime back congrease desperately wants come power this time around coz all the work done namo govt modi sets bank for poor raga wants put 72k those modi cleans ganga priyanka drinks gangajal used riding other ppl success,1
modi destroyed every constitutional institution ,0
akbaruddin owaisi slams modi over “chowkidar” campaign promises provide him cap and whistle,0
struggles modi with crocodile that what said its comic movie,1
modi should not keep the money now distribute ,0
its going have major negative impact the valley modis mascular handling kashmir has failed miserably the past years and this one bound backfire need govt that finds solution the kashmir problem not one that uses the issue win votes,-1
congress have any dignity when their neta say beat public they chant modi modi kill modiji,0
"easier dole out money first year coz modis fiscal discipline than creating jobs for next years
all difficult problems for nda3 solve whenever comes",-1
"this happening since 2007 every year till now total failure rbi
what kind regulator rbi time pack and besharam jumla party both are two sides same coin crony corruption and looting public sector banks ",1
"his family was doing the same effort for garibi hatao before 2014
 they would have done even one foruth the efforts done this modi government desh naksha kuch aur hota  ",0
and tribe which says modi namard because doesnt have children,0
congress was blaming modi that under his govt ppl unemployed now instead bribing poor ppl and make them nakaras lyk just give them jobs mehnat roti khane mein maza hai rishwat khareedi roti mein nahi  khair tumhe samajh nahi aayega ,-1
for that matter has taken suo moto cognizance this scheme which nothing but outrightly bribe voters for vote suo moto cognizance reserved for people who print vote for modi wedding cards dont mean bring into contempt but theyve act ,-1
dont believe modi was talking fake,-1
this dream become trueby modi,0
did you eat beef biryani and sleep asaduddin owaisi slams narendra modi over pulwama attack ,0
modi the best prime minister india ,1
what heard rahul has ppl can fly twin engine nehru was statesman his era wrote numerous books devegowda seasoned politician must educated argument can prove modi’ qualifications degree ,1
modi govt helped convert black white for bjp friends after demonetisation,-1
"last time people believed modi that every citizen will get lakhthis time they can believe that will get kmonthper family least this seems rational
let vote for see failed fulfill then 2024 will vote for aap deal ",-1
however the icing the cake for the varanasi lok sabha seat against modi aap gives congress congress gives gives bsp and the bsp candidate joins bjp  too much fun ,1
"modi this real sprite for country not shooting nor showing the posters jawans
israeli cut short visit after rocket injures five tel aviv via ",1
bid tackle modi just doing blunders,0
’ not going indulge whataboutery the first five words your tweet have dear shri and sir you are going get called out for overdoing your jaalra two wasn’ “personal reminder” from modi ’ social media handle operated child,1
but the end the day youre going bhakt and still modi modi modi toh kya teer maar liya tumne watch not brain still filled with the same garbage isnt ,1
the congress party leader broadly seen trailing the incumbent narendra modi the race for top office described the scheme pay million indians guaranteed basic income 000 year the largest its kind earth via ,1
yes and ’ difficult convince people who love modi that ever said anything they don’ want hear,0
december 2012 india decide purchase and helicopters was also finalised the congress govt only modi has not initiated and finalized single defence deal his tenure ,-1
when you are preparing yourself vote keep few things mind give thought how congress tried change the narrative npas and people behind the like nirav modi mehul choksi and vijay mallya fake and useless propoganda rafael issue,-1
highliting rahuls corruption modis failure ,-1
nation eagerly waiting for modis biopic namo namo again,0
you forgot madem xxx that before modi government your party ruled 70yrs these all raytas are your ancestors gifts dont dare ask questions with modi for those questions where you your party were responsible,1
ratananadaranan modi you have odd ancestors too why did your hero shivaji use that particular animal claw weapon,0
dont bhakt learn something about venezuela crisis will use same argument your friend circle and someone catch lie they will mock modi gave 6000 farmers irrespective income poverty then was fine but now scheme based poverty wrong,-1
india even smallest incident happens with any muslim becomes big national issue specially our intellectuals and journalists come out street against modi govt and directly held responsible for that,1
new scheme which will never deliveredjust like modis promise depositing blank money everyones accountrather then making fake promisesfocus reality,-1
yes plz ban that caricature modi,0
you really think modi really cares about what you think this self grandiosing tweet nothing else,1
 seriously cant believe position where now competing with person like modi wouldnt for his family would still watching pogo not contesting for the position prime minister india ,-1
master balawul has invite chief guest modi his protest ,0
"today bank saw thing which was really awseom man who was using green card for first time deposit his moneyhe was telling that modi saal aur ruk gaya abhi bank line khatam rhe hai kuch time saari problem bhe khatam jayege
",1
you want back prime minister indiajust follow these golden rules you don’ need any party you don’ need any organisation you don’ need sycophants any shri smt just out there and vote for narendra bhai modi,1
esperanza you are brilliant lovely being putting light into the world tulsi not all what she seems seems best read what her constituents have learned before you further with her ,1
modi promised new india dont see any developments this years infact the situation has become very worse congress not good but they are better they dont make the middle class suffer like this,-1
drawing flak because addressed narendra modi with dear shri and other actors didnt even acknowledge the prime minister talk about lack courtesy and they were spared modi hatred truly eating into the leftover minds people,-1
from rap blues antimodi musical tunes that convey contrasting reality free press journal india beef ban google news ifttt,1
jehadi bibi desperately waiting for some caste comment from brahmin unfortunately for her swamy anti modi and modi obc dear saba pig hindus are too smart for jehadi tricks,-1
malnutrition india narendra modi and rahul gandhi’ constituencies are among the worst affected ,-1
"modi man developing india
today have 24hrs power supply his regime just remember those black days congress",-1
question remains highlighting rahuls corruption modis failure taking action ,-1
ोी nobody can stop modi from becoming prime minister✌️,1
kapil sibal congress represented the that there film being made narendra modi launched just few days before election its purpose political producers actor belong bjp director involved vibrant gujarat this … ,-1
another tip refrain from using the arguments against ubi that were used republicans other economic conservatives europe modibjp not economic conservative party and will hurt the very people modi has been working for for the last yrs poor,-1
modi’ promise lakh per person 2014 was always lie  ,0
hahaha saying ’ modi uneducated you admit ,1
you are also extremist “ fail” your thoughts express lot about and long yogi modi and shah concerned tell any onf them screwed your happiness far yes hindu leader talks his religion extremist and you are fucking peaceful ,1
what can say not fueling him love may sees something negative abt modi that has diverted his likes,1
better then modi,1
modi can win promising 15lacs than people have more reason believe 12000 per month rest fingers crossed,1
you people have closed your eyes from the propaganda movies modi and company first was against manmohan singh now favour nero referred supreme court india for modi are you afraid nero people are losing trust ,-1
congress leader kapil sibal modi’ biopic purely political and not artistic venture have requested that political propaganda this kind must regulated have asked them give reason writing whether they will accept our request not ,1
the antimodi group creating another interesting person follow  ,1
important that deliver than just saying else india and ’ citizens will treat the same way they are treating modi and his govt work for betterment all you will remain power forever,1
"infact has agreed that population above poverty line
this mean narendra modi govt working
",-1
why did you fail teach this economics modi when was distributing free doles through ujjawala yojna and continuing mgnarega ,-1
read this blog understand properly how relations have evolved modi erawhat needs done midst fake propoganda ,-1
same way modi and rbi wrote off around lakh crores crony capitalists ,0
dar geye congress modi fear factor ,0
owaisi brothers target narendra modi over pulwama terror attack chowkidar campaign ,0
"“ 72000 every year the poorest families under the minimum income guarantee scheme” – just trying pull off 2014 stunt 2019 defeat inception much
",1
how ironic when modi gives kisan minimum support free gas not socialism but minimum standards life,1
modi took money from you gave ambani will bring that money and give you simple the poors heart ,0
tell modi modi before and after taking food times day ,0
never fear modi well knock your statue down soon,-1
"maddy responded modi was viewed act goading
reply sweet not quote tweet
his value amongst them will corroding",1
keep day dreaming you are sounding more like troll than writer that you like call yourself hatred for modi has affected your journalistic sense but anyways let’ talk may 23rd ,1
after modis anyay 300000year this rahul anyay waiting the name god save india from these two ,0
yes modi trying kill those poor farmers rahul trying increase their standards which automatically standardised india develop india rahul idea the only best way ,1
javed akhtar could have called narendra modi producer sandip ssingh credit row entertainment news the indian express ,0
modi’ 2019 campaign gets big boost swiss banks show india winning black money battle,1
"middle class anyhow they will vote for modi
but what about poor",-1
calm down officer and move abhinandan wapis hogiya modi and amit shah have successfully played their cards and your bjp gonna win this time,1
"modi not merely name now represents the feelings common man its suppressed voices common exploited people the called elite and intellectuals big cities and big dynasties
plz vote this time",-1
now has appreciated that has successfully delivered with and now every poor has bank account,1
"the number people living below the poverty line india has reduced significantly around million which roughly total population compared 219 2011
modi hai mumkin hai ",1
yes modi will back,0
she bhakth followed modi nothing much talk about ,1
this encouraged modi’ government targeting and demonising indian muslims modi creating dangerous precedent before the next general election setting the tone for india whose syncretic values and democratic principles are under threat must need stop ,-1
modi wants cabinet with remote controll,1
you think few thousand rupees most likely the amount you spend buying levis jeans going much for family 410 whose kids are severely malnourished that its going make them lazy you are privileged rahul aoc dont like them like modi,1
modi announced you will sing praises not questioning ,0
who made india become second fastest growing nation the world who improved indias education farming standard living people health sector whatever india became now happened that years modi just advertised himself chaiwala chowkidar,0
she only loves when modi does ,0
freedom expression during nehru era must see video truth about india now and then friends who defy modi for the heck must see the speaker from jnu ,0
first understand what told nowhere campaigned for modi bjpits just awareness about our right vote and use itdont blame him for what didnt ,1
the saddest thing that rahul may never his life possibly priyanka may become 2024 this election seems bjp sweep with modi not being the the vibes his life dont look too good perhaps rajnath jaitley,1
basis this modi 2014 had said all these monies were brought back truck loads each the indians account can credited with rs15 lakh but the same was very cunningly twisted the opposition the fools are still parroting modi has cheated did not give money,-1
think modi has launched many schemes then people will reply the same way with their vote shouldnt worry ☺,1
"modi tried and invest lot unstable pakistan but failed now its our turn still not supporting khalistan
gorkhas
nexals etc etc",-1
sanghis wont question modi they already know that lieing for election benefits only,0
kashmiri song for this awesome too vibha saraf kailash kher duet song modi ,1
congress party perhaps knows black money accounts where exists hidden 15lacs each indian congress now promising only 75000 not all 15lacs each indian why modi failed get 15lacs because money hide and seek game 70yrs ,-1
congress has moved the defer the release the biopic prime minister narendra modi till the final phase voting the polls may ,0
funny thing you have put stamp not that matters that modi ’ policies are working eradicate poverty the 2014 figure poorest poor was 11crore years crore have said bye bye dadi’ jumla “gareebe hatao “ and moved ,-1
quick read maharashtra killed injured bus accident palghar modi expresses grief ,-1
"saturday mysterious twitter handle @ stfuindianmedia started sharing video clips with the hash tag several congress leaders started tweeting videos spoofs mainstream media reportage the modi government’ claims
",0
modi decides stand bangalore south will have positive effect for bjp many constituencies north rural central chikkaballapur tumkurkolar mysore,1
then should give this time seat modi,0
women are bearing the brunt job losses brought incompetent modis policies the million jobs lost 2018 million belonged women … … … … … … … ,-1
sahi the hatred for modi has blinded them much,1
have own ache din  why would modi give ache din ,1
bhakts are making fun raga for his announcement give 6000 per month poor ppl can understand this baseless almost impossible but imagine modi had announced the same just amount would lac per month bhakts wouldve gone mad wah modi wah ,-1
"️ govt withheld periodic labour force surveyplfs 20172018 report nssothese articles throw facts matter crore rural women over last six years missing national job market national male workforce shrinking
",-1
nationalists every happy  deepa malik paralympian joining bjp the work that modi has done for women empowerment and his thoughts towards women evident has put women leading portfolios has also worked extensively for the divyangs ,1
will add another modi should years what generations couldn’ ,0
 achieve 300 old advani suitable candidate only about winning seat the name modi think the mps have serve their constituencies too think the very party tht support headed incapable decision makers who chucked him out for fun,1
"dont believe congress honesty
and the cunning bjp too for that matter
theyre nothing but both faces the same coin
congress strategy will benefit modi
will again pappu become modi’ asset
whats the point attacking mamata comparing her modi
will didi forget",0
"ace spinner ravichandran ashwin makes special request modi ahead 2019 lok sabha elections read here
",1
india markets election tourism forget the taj mahal what about modi rally ,0
rajasthan governor faces flak for pitching second term for narendra modi click here ,0
brain and money totally anti modi,0
tell this your devendra fadnavis and pmo india and narendra modi maharashtra even said narendra modi ordered strike you are also indirectly using this ,0
first should thank modi for opening those bank accounts unless has plans for depositing that money into 5cr accounts which would get opened,1
"
choose modi for hindustan betterment and rahul for entertainment ",0
because knows clearly that will going loose election against modi ,1
told the that film being made which biopic narendra modi the timing content and motive all political this just get mileage ahead this not artistic its violate the spirit constitution ,-1
modi work hardly office but work very hard social media marketing propaganda etc works for about ,-1
yeah bjp will less than seats 2019 and modi will lose varanasi and amit shah will lose gandhi nagar ,-1
all the channels are bought the bjp why cant modi still hold press conference ,0
 lol everyone knows about modi kindly tell more about sonia where she born how was her childhood and etc etc,1
last date for submitting retirement form 31st march,0
dreaming and probably preying that bjp does not get majority and then feels will get support become knows there majority one would able replace modi,1
bollywood which was once anti bjp being modified good luck trolling others well dont worry your message has reached all respect our present and future prime minister,1
you want know what has done for democracy lets have what you asked for bhai zara inhe modi puri samjh deladki bhatak gayi hai ,0
"rohit modi also announced 6000 per year farmers
what new this",1
did show middle finger nothing happened then why this issue happened then needs stand cross roads and needs beaten desired the action this incident will show both ways ,1
positive things are modi gadkari fadanvis while negative uddhav,-1
